order_item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total,line_cost
165,ORD-000075,PROD-00169,1,222.41,0.0,222.41,72.33
166,ORD-000075,PROD-00198,1,98.35,0.0,98.35,53.79
167,ORD-000076,PROD-00017,1,764.27,0.0,764.27,410.57
168,ORD-000077,PROD-00114,2,49.19,0.0,98.38,45.62
169,ORD-000078,PROD-00221,2,77.89,0.0,155.78,51.52
170,ORD-000079,PROD-00274,4,7.84,0.0,31.36,16.32
171,ORD-000079,PROD-00165,1,147.82,0.0,147.82,65.89
172,ORD-000079,PROD-00291,1,148.9,0.0,148.9,79.6
173,ORD-000079,PROD-00109,1,247.84,0.0,247.84,111.26
174,ORD-000080,PROD-00166,1,127.23,0.0,127.23,62.94
175,ORD-000080,PROD-00282,1,23.94,0.0,23.94,7.97
176,ORD-000080,PROD-00284,4,85.56,0.0,342.24,109.92
177,ORD-000080,PROD-00188,4,488.08,0.0,1952.32,1131.12
178,ORD-000080,PROD-00149,5,138.93,0.0,694.65,297.65
179,ORD-000081,PROD-00068,3,1370.52,0.0,4111.56,1295.82
180,ORD-000081,PROD-00143,2,150.6,0.0,301.2,169.04
181,ORD-000082,PROD-00100,4,91.93,0.0,367.72,192.32
182,ORD-000083,PROD-00208,2,450.58,0.0,901.16,470.8
183,ORD-000083,PROD-00253,1,5.01,0.0,5.01,1.95
184,ORD-000084,PROD-00284,3,85.56,0.0,256.68,82.44
185,ORD-000084,PROD-00063,3,886.62,0.0,2659.86,1367.85
186,ORD-000084,PROD-00166,1,127.23,0.0,127.23,62.94
187,ORD-000085,PROD-00084,3,373.65,0.0,1120.95,642.12
188,ORD-000086,PROD-00204,1,478.36,0.0,478.36,279.73
189,ORD-000086,PROD-00198,1,98.35,0.0,98.35,53.79
190,ORD-000087,PROD-00163,1,186.23,0.0,186.23,90.69
191,ORD-000088,PROD-00085,2,550.76,0.0,1101.52,551.4
192,ORD-000088,PROD-00098,1,589.96,0.0,589.96,308.61
193,ORD-000088,PROD-00128,4,230.57,0.0,922.28,525.04
194,ORD-000088,PROD-00093,2,73.93,0.0,147.86,71.3
195,ORD-000088,PROD-00222,1,202.75,0.0,202.75,97.77
196,ORD-000089,PROD-00189,1,64.12,0.0,64.12,32.65
197,ORD-000089,PROD-00161,1,67.62,0.0,67.62,40.27
198,ORD-000089,PROD-00003,3,229.26,0.0,687.78,393.21
199,ORD-000090,PROD-00115,3,260.81,0.0,782.43,294.96
200,ORD-000091,PROD-00235,2,524.61,0.0,1049.22,316.6
201,ORD-000091,PROD-00142,1,191.73,0.0,191.73,77.29
202,ORD-000091,PROD-00098,1,589.96,0.0,589.96,308.61
203,ORD-000092,PROD-00222,2,202.75,0.0,405.5,195.54
204,ORD-000092,PROD-00174,1,56.74,0.0,56.74,22.52
205,ORD-000093,PROD-00260,1,76.29,0.0,76.29,25.32
206,ORD-000093,PROD-00063,1,886.62,0.0,886.62,455.95
207,ORD-000094,PROD-00031,3,1231.36,0.0,3694.08,2198.16
208,ORD-000094,PROD-00020,1,1360.0,0.0,1360.0,649.68
209,ORD-000095,PROD-00126,4,165.83,0.0,663.32,353.0
210,ORD-000096,PROD-00223,1,188.78,0.15,160.46,76.17
211,ORD-000096,PROD-00073,3,687.3,0.0,2061.9,943.08
212,ORD-000096,PROD-00036,1,224.93,0.0,224.93,126.33
213,ORD-000097,PROD-00269,1,127.62,0.0,127.62,56.32
214,ORD-000097,PROD-00164,4,229.42,0.0,917.68,483.0
215,ORD-000098,PROD-00035,2,394.84,0.0,789.68,448.32
216,ORD-000098,PROD-00184,2,263.35,0.0,526.7,304.56
217,ORD-000099,PROD-00044,1,454.36,0.0,454.36,186.4
218,ORD-000100,PROD-00271,1,23.37,0.0,23.37,12.69
219,ORD-000100,PROD-00211,1,581.93,0.0,581.93,304.22
220,ORD-000100,PROD-00216,1,457.15,0.0,457.15,233.28
221,ORD-000100,PROD-00007,2,874.14,0.0,1748.28,884.68
222,ORD-000101,PROD-00056,4,894.84,0.0,3579.36,1541.6
223,ORD-000102,PROD-00289,3,67.73,0.0,203.19,105.75
224,ORD-000102,PROD-00093,1,73.93,0.0,73.93,35.65
225,ORD-000102,PROD-00102,2,235.33,0.0,470.66,207.16
226,ORD-000102,PROD-00078,1,792.39,0.0,792.39,397.97
227,ORD-000103,PROD-00033,2,781.9,0.0,1563.8,628.08
228,ORD-000103,PROD-00103,2,529.16,0.0,1058.32,602.96
229,ORD-000103,PROD-00120,3,619.52,0.0,1858.56,1092.51
230,ORD-000103,PROD-00014,2,748.19,0.0,1496.38,642.46
231,ORD-000104,PROD-00042,2,1482.7,0.0,2965.4,1716.28
232,ORD-000104,PROD-00011,1,669.86,0.0,669.86,262.79
233,ORD-000105,PROD-00162,2,176.48,0.0,352.96,182.06
234,ORD-000105,PROD-00081,4,248.92,0.0,995.68,394.0
235,ORD-000105,PROD-00136,2,59.48,0.0,118.96,60.6
236,ORD-000105,PROD-00018,3,756.14,0.0,2268.42,827.55
237,ORD-000105,PROD-00052,2,828.96,0.0,1657.92,840.48
238,ORD-000106,PROD-00082,1,755.91,0.0,755.91,392.1
239,ORD-000106,PROD-00032,4,438.08,0.0,1752.32,1043.04
240,ORD-000107,PROD-00100,4,91.93,0.0,367.72,192.32
241,ORD-000107,PROD-00168,1,184.98,0.0,184.98,58.58
242,ORD-000108,PROD-00259,2,96.92,0.0,193.84,96.64
243,ORD-000109,PROD-00101,1,781.36,0.0,781.36,324.55
244,ORD-000110,PROD-00148,1,145.89,0.0,145.89,84.8
245,ORD-000111,PROD-00054,2,897.7,0.0,1795.4,752.72
246,ORD-000111,PROD-00209,2,503.84,0.0,1007.68,346.22
247,ORD-000112,PROD-00114,2,49.19,0.0,98.38,45.62
248,ORD-000112,PROD-00074,5,522.27,0.0,2611.35,1301.65
249,ORD-000113,PROD-00138,1,165.55,0.0,165.55,88.92
250,ORD-000114,PROD-00185,1,296.8,0.0,296.8,95.51
251,ORD-000115,PROD-00140,1,236.1,0.0,236.1,112.27
252,ORD-000115,PROD-00046,1,1449.0,0.0,1449.0,682.3
253,ORD-000115,PROD-00078,1,792.39,0.0,792.39,397.97
254,ORD-000116,PROD-00026,3,1347.03,0.0,4041.09,2098.2
255,ORD-000116,PROD-00270,1,14.85,0.0,14.85,8.34
256,ORD-000117,PROD-00002,1,571.98,0.0,571.98,259.8
257,ORD-000117,PROD-00081,4,248.92,0.0,995.68,394.0
258,ORD-000118,PROD-00003,2,229.26,0.0,458.52,262.14
259,ORD-000118,PROD-00027,2,1332.82,0.0,2665.64,1106.06
260,ORD-000119,PROD-00167,2,193.35,0.0,386.7,173.86
261,ORD-000120,PROD-00136,1,59.48,0.0,59.48,30.3
262,ORD-000120,PROD-00220,2,238.27,0.0,476.54,211.16
263,ORD-000121,PROD-00176,1,112.58,0.0,112.58,47.04
264,ORD-000122,PROD-00251,2,18.32,0.0,36.64,13.72
265,ORD-000123,PROD-00286,5,120.24,0.0,601.2,227.7
266,ORD-000124,PROD-00155,3,190.74,0.0,572.22,290.13
267,ORD-000125,PROD-00263,3,71.53,0.0,214.59,81.27
268,ORD-000126,PROD-00212,4,495.16,0.0,1980.64,1038.24
269,ORD-000126,PROD-00075,1,330.52,0.0,330.52,174.4
270,ORD-000126,PROD-00063,2,886.62,0.0,1773.24,911.9
271,ORD-000126,PROD-00193,2,214.82,0.0,429.64,202.52
272,ORD-000127,PROD-00074,2,522.27,0.0,1044.54,520.66
273,ORD-000127,PROD-00265,1,143.9,0.0,143.9,48.16
274,ORD-000127,PROD-00075,1,330.52,0.0,330.52,174.4
275,ORD-000128,PROD-00011,4,669.86,0.0,2679.44,1051.16
276,ORD-000129,PROD-00030,1,944.9,0.0,944.9,523.09
277,ORD-000130,PROD-00243,2,97.56,0.0,195.12,108.24
278,ORD-000131,PROD-00006,1,227.05,0.0,227.05,120.21
279,ORD-000131,PROD-00239,1,119.2,0.0,119.2,49.73
280,ORD-000132,PROD-00263,2,71.53,0.0,143.06,54.18
281,ORD-000132,PROD-00204,3,478.36,0.0,1435.08,839.19
282,ORD-000133,PROD-00017,4,764.27,0.0,3057.08,1642.28
283,ORD-000133,PROD-00244,3,41.65,0.0,124.95,73.74
284,ORD-000133,PROD-00053,2,130.73,0.0,261.46,138.42
285,ORD-000134,PROD-00135,1,113.46,0.0,113.46,67.75
286,ORD-000134,PROD-00158,1,212.62,0.0,212.62,117.97
287,ORD-000134,PROD-00054,1,897.7,0.0,897.7,376.36
288,ORD-000135,PROD-00107,1,536.66,0.0,536.66,223.04
289,ORD-000135,PROD-00217,3,359.18,0.0,1077.54,557.73
290,ORD-000136,PROD-00073,2,687.3,0.0,1374.6,628.72
291,ORD-000137,PROD-00142,1,191.73,0.0,191.73,77.29
292,ORD-000137,PROD-00114,1,49.19,0.0,49.19,22.81
293,ORD-000138,PROD-00002,3,571.98,0.0,1715.94,779.4
294,ORD-000139,PROD-00115,2,260.81,0.0,521.62,196.64
295,ORD-000139,PROD-00014,1,748.19,0.0,748.19,321.23
296,ORD-000140,PROD-00271,3,23.37,0.0,70.11,38.07
297,ORD-000140,PROD-00133,1,160.71,0.0,160.71,86.08
298,ORD-000140,PROD-00184,1,263.35,0.0,263.35,152.28
299,ORD-000141,PROD-00204,1,478.36,0.0,478.36,279.73
300,ORD-000141,PROD-00003,1,229.26,0.0,229.26,131.07
301,ORD-000141,PROD-00015,1,171.2,0.0,171.2,89.91
302,ORD-000141,PROD-00074,1,522.27,0.0,522.27,260.33
303,ORD-000142,PROD-00257,2,146.21,0.0,292.42,170.38
304,ORD-000142,PROD-00103,1,529.16,0.0,529.16,301.48
305,ORD-000142,PROD-00152,2,161.22,0.0,322.44,169.5
306,ORD-000143,PROD-00202,1,573.63,0.0,573.63,286.32
307,ORD-000143,PROD-00240,5,32.5,0.0,162.5,70.55
308,ORD-000143,PROD-00128,3,230.57,0.0,691.71,393.78
309,ORD-000144,PROD-00268,4,46.43,0.0,185.72,97.72
310,ORD-000145,PROD-00257,1,146.21,0.0,146.21,85.19
311,ORD-000145,PROD-00252,2,29.83,0.0,59.66,18.62
312,ORD-000145,PROD-00085,4,550.76,0.0,2203.04,1102.8
313,ORD-000146,PROD-00282,1,23.94,0.0,23.94,7.97
314,ORD-000147,PROD-00038,1,764.58,0.0,764.58,336.44
315,ORD-000147,PROD-00047,1,812.62,0.0,812.62,355.95
316,ORD-000147,PROD-00224,2,145.63,0.0,291.26,105.6
317,ORD-000147,PROD-00233,1,284.71,0.0,284.71,127.52
318,ORD-000148,PROD-00064,1,1116.41,0.0,1116.41,378.22
319,ORD-000148,PROD-00279,3,74.98,0.0,224.94,89.88
320,ORD-000148,PROD-00149,2,138.93,0.0,277.86,119.06
321,ORD-000148,PROD-00140,2,236.1,0.0,472.2,224.54
322,ORD-000149,PROD-00130,1,204.36,0.0,204.36,91.97
323,ORD-000149,PROD-00004,4,45.77,0.0,183.08,62.32
324,ORD-000150,PROD-00123,2,389.63,0.0,779.26,307.12
325,ORD-000150,PROD-00090,2,625.54,0.0,1251.08,741.32
326,ORD-000150,PROD-00002,1,571.98,0.0,571.98,259.8
327,ORD-000151,PROD-00200,2,14.88,0.2,23.81,15.4
328,ORD-000151,PROD-00271,1,23.37,0.0,23.37,12.69
329,ORD-000152,PROD-00260,1,76.29,0.0,76.29,25.32
330,ORD-000153,PROD-00080,3,421.78,0.0,1265.34,410.49
331,ORD-000154,PROD-00037,1,647.41,0.0,647.41,337.89
332,ORD-000155,PROD-00099,2,667.53,0.0,1335.06,573.32
333,ORD-000156,PROD-00243,1,97.56,0.0,97.56,54.12
334,ORD-000156,PROD-00220,1,238.27,0.0,238.27,105.58
335,ORD-000157,PROD-00230,2,36.8,0.0,73.6,29.16
336,ORD-000157,PROD-00154,1,192.64,0.0,192.64,96.9
337,ORD-000158,PROD-00266,1,6.22,0.0,6.22,2.81
338,ORD-000158,PROD-00250,1,125.27,0.0,125.27,51.74
339,ORD-000159,PROD-00191,1,66.08,0.0,66.08,26.6
340,ORD-000159,PROD-00199,4,189.01,0.0,756.04,393.64
341,ORD-000159,PROD-00110,1,309.7,0.0,309.7,118.68
342,ORD-000160,PROD-00085,5,550.76,0.0,2753.8,1378.5
343,ORD-000160,PROD-00051,2,359.46,0.0,718.92,393.16
344,ORD-000160,PROD-00158,3,212.62,0.0,637.86,353.91
345,ORD-000160,PROD-00046,1,1449.0,0.0,1449.0,682.3
346,ORD-000161,PROD-00276,4,128.15,0.0,512.6,281.08
347,ORD-000161,PROD-00046,3,1449.0,0.0,4347.0,2046.9
348,ORD-000161,PROD-00165,4,147.82,0.0,591.28,263.56
349,ORD-000162,PROD-00279,1,74.98,0.0,74.98,29.96
350,ORD-000163,PROD-00249,2,55.69,0.0,111.38,66.58
351,ORD-000163,PROD-00227,1,430.55,0.0,430.55,175.06
352,ORD-000163,PROD-00063,1,886.62,0.0,886.62,455.95
353,ORD-000164,PROD-00004,2,45.77,0.0,91.54,31.16
354,ORD-000164,PROD-00276,1,128.15,0.0,128.15,70.27
355,ORD-000165,PROD-00031,1,1231.36,0.0,1231.36,732.72
356,ORD-000165,PROD-00215,4,407.0,0.0,1628.0,749.4
357,ORD-000165,PROD-00074,3,522.27,0.0,1566.81,780.99
358,ORD-000165,PROD-00141,1,23.63,0.0,23.63,11.46
359,ORD-000165,PROD-00161,3,67.62,0.0,202.86,120.81
360,ORD-000166,PROD-00210,3,277.62,0.0,832.86,365.04
361,ORD-000166,PROD-00080,2,421.78,0.0,843.56,273.66
362,ORD-000166,PROD-00238,2,20.18,0.0,40.36,15.54
363,ORD-000167,PROD-00172,1,230.63,0.0,230.63,119.58
364,ORD-000167,PROD-00074,1,522.27,0.0,522.27,260.33
365,ORD-000168,PROD-00157,1,99.19,0.0,99.19,41.62
366,ORD-000169,PROD-00092,1,68.57,0.0,68.57,34.37
367,ORD-000170,PROD-00025,1,140.38,0.0,140.38,55.5
368,ORD-000170,PROD-00040,2,377.21,0.0,754.42,409.1
369,ORD-000171,PROD-00217,1,359.18,0.0,359.18,185.91
370,ORD-000171,PROD-00016,1,604.72,0.0,604.72,339.13
371,ORD-000172,PROD-00134,2,176.9,0.0,353.8,148.88
372,ORD-000172,PROD-00081,1,248.92,0.0,248.92,98.5
373,ORD-000172,PROD-00291,1,148.9,0.0,148.9,79.6
374,ORD-000173,PROD-00291,1,148.9,0.0,148.9,79.6
375,ORD-000174,PROD-00229,2,315.69,0.0,631.38,236.74
376,ORD-000174,PROD-00230,2,36.8,0.0,73.6,29.16
377,ORD-000174,PROD-00027,1,1332.82,0.0,1332.82,553.03
378,ORD-000175,PROD-00055,1,1326.91,0.0,1326.91,459.31
379,ORD-000176,PROD-00181,1,283.2,0.0,283.2,107.4
380,ORD-000176,PROD-00114,2,49.19,0.0,98.38,45.62
381,ORD-000176,PROD-00178,2,208.75,0.0,417.5,201.3
382,ORD-000176,PROD-00108,3,457.62,0.0,1372.86,773.28
383,ORD-000177,PROD-00069,1,721.37,0.0,721.37,336.53
384,ORD-000177,PROD-00216,3,457.15,0.0,1371.45,699.84
385,ORD-000178,PROD-00042,3,1482.7,0.0,4448.1,2574.42
386,ORD-000178,PROD-00271,3,23.37,0.0,70.11,38.07
387,ORD-000179,PROD-00165,1,147.82,0.0,147.82,65.89
388,ORD-000179,PROD-00088,1,587.81,0.0,587.81,234.82
389,ORD-000180,PROD-00174,1,56.74,0.0,56.74,22.52
390,ORD-000180,PROD-00263,3,71.53,0.0,214.59,81.27
391,ORD-000180,PROD-00116,1,480.37,0.0,480.37,286.5
392,ORD-000181,PROD-00226,1,35.05,0.0,35.05,16.8
393,ORD-000181,PROD-00023,1,323.38,0.0,323.38,170.99
394,ORD-000181,PROD-00182,1,362.91,0.0,362.91,129.07
395,ORD-000182,PROD-00028,3,710.44,0.0,2131.32,663.72
396,ORD-000182,PROD-00121,1,280.96,0.0,280.96,160.04
397,ORD-000183,PROD-00216,2,457.15,0.0,914.3,466.56
398,ORD-000184,PROD-00121,1,280.96,0.0,280.96,160.04
399,ORD-000184,PROD-00059,2,175.01,0.0,350.02,171.62
400,ORD-000185,PROD-00011,3,669.86,0.0,2009.58,788.37
401,ORD-000186,PROD-00166,2,127.23,0.0,254.46,125.88
402,ORD-000186,PROD-00065,1,637.07,0.0,637.07,347.9
403,ORD-000186,PROD-00128,1,230.57,0.0,230.57,131.26
404,ORD-000186,PROD-00133,1,160.71,0.0,160.71,86.08
405,ORD-000187,PROD-00037,3,647.41,0.0,1942.23,1013.67
